spanish,english,chinese,pinyin,portuguese
quiero,wanna,想要,xiǎng yào,quero
quieres,want,想,xiǎng,querer
quiere,wants,想要,xiǎng yào,quer
queremos,we want,我们想要,wǒ men xiǎng yào,nós queremos
queréis,you want,你想要,nǐ xiǎng yào,você quer
quieren,they want,他们想要,tā men xiǎng yào,eles querem
querer,want,想,xiǎng,querer
deseo,desire,欲望,yù wàng,desejo
desear,want,想,xiǎng,querer
ansias,craving,渴望,kě wàng,desejo
yo quiero,I want,我想,wǒ xiǎng,Eu quero
te quiero,I love you,我爱你,wǒ ài nǐ,Eu te amo
tú quieres,you want,你想要,nǐ xiǎng yào,você quer
qué quieres,what do you want,你想要什么,nǐ xiǎng yào shén me,o que você quer
él quiere,he wants,他想要,tā xiǎng yào,ele quer
lo que quiere,what you want,你想要什么,nǐ xiǎng yào shén me,o que você quer
nosotros queremos,we want,我们想要,wǒ men xiǎng yào,nós queremos
lo queremos,we want it,我们想要它,wǒ men xiǎng yào tā,nós queremos isso
vosotros queréis,you want,你们想要,nǐ men xiǎng yào,você quer
qué queréis,what do you want,你想要什么,nǐ xiǎng yào shén me,o que você quer
ellos quieren,they want,他们想要,tā men xiǎng yào,eles querem
lo quieren,they want it,他们想要它,tā men xiǎng yào tā,eles querem isso
sin querer,accidentally,偶然,ǒu rán,acidentalmente
por querer,for wanting,为了想要,wèi le xiǎng yào,por querer
mi deseo,my wish,我的愿望,wǒ de yuàn wàng,meu desejo
te deseo,I want you,我想要你,wǒ xiǎng yào nǐ,Quero você
hay que desear,you have to wish,你必须希望,nǐ bì xū xī wàng,você tem que desejar
voy a desear,I will wish,我会希望,wǒ huì xī wàng,eu vou desejar
con ansias,eagerly,热切地,rè qiè dì,ansiosamente
muchas ansias,many desires,许多愿望,xǔ duō yuàn wàng,muitos desejos
