spanish,english,chinese,pinyin,portuguese
falto,missing,缺少,quē shǎo,faltando
faltas,you lack,你缺少,nǐ quē shǎo,faltas
falta,missing,缺少,quē shǎo,faltando
faltamos,we are missing,我们失踪了,wǒ men shī zōng le,estamos faltando
faltáis,you are missing,你失踪了,nǐ shī zōng le,você está faltando
faltan,missing,缺少,quē shǎo,faltando
faltar,missing,缺少,quē shǎo,faltando
ausencia,absence,缺席,quē xí,ausência
carencia,lack,缺乏,quē fá,falta
yo falto,I'm missing,我不在,wǒ bù zài,Estou com saudades
nunca falto,I never miss,我从来没有错过,wǒ cóng lái méi yǒu cuò guò,Eu nunca sinto falta
tú faltas,you are missing,你不在,nǐ bù zài,você está faltando
nunca faltas,you never miss,你永远不会错过,nǐ yǒng yuǎn bú huì cuò guò,você nunca erra
él falta,he is missing,他不在,tā bù zài,ele está desaparecido
siempre falta,always missing,总是缺席,zǒng shì quē xí,sempre faltando
nosotros faltamos,we are missing,我们不在,wǒ men bù zài,estamos faltando
nunca faltamos,we are never missing,我们从不缺席,wǒ men cóng bù quē xí,nunca nos falta
vosotros faltáis,you are missing,你不在,nǐ bù zài,você está faltando
nunca faltáis,you are never missing,你从不缺席,nǐ cóng bù quē xí,você nunca está faltando
ellos faltan,they are missing,他们不在,tā men bù zài,eles estão faltando
siempre faltan,they are always missing,他们总是缺席,tā men zǒng shì quē xí,eles estão sempre faltando
puede faltar,may be missing,可能缺失,kě néng quē shī,pode estar faltando
no puede faltar,can't be missed,不容错过,bù róng cuò guò,não pode faltar
la ausencia,the absence,缺席,quē xí,a ausência
una ausencia,an absence,缺席,quē xí,uma ausência
la carencia,the lack,缺乏,quē fá,a falta
una carencia,a lack,缺乏,quē fá,uma falta
