spanish,english,chinese,pinyin,portuguese
aviación,aviation,航空,háng kōng,aviação
piloto,pilot,飞行员,fēi xíng yuán,piloto
copiloto,co-pilot,副驾驶,fù jià shǐ,copiloto
azafata,stewardess,空姐,kōng jiě,aeromoça
auxiliar,auxiliary,辅助,fǔ zhù,auxiliar
despegue,takeoff,起飞,qǐ fēi,decolagem
aterrizaje,landing,着陆,zhuó lù,pouso
turbulencia,turbulence,湍流,tuān liú,turbulência
pasajero,passenger,乘客,chéng kè,passageiro
pasajera,passenger,乘客,chéng kè,passageiro
facturar,invoice,发票,fā piào,fatura
embarcar,embark,登船,dēng chuán,embarcar
cabina,cabin,机舱,jī cāng,cabine
tripulación,crew,船员,chuán yuán,tripulação
altitud,altitude,海拔,hǎi bá,altitude
velocidad,speed,速度,sù dù,velocidade
torre,tower,塔,tǎ,torre
hangar,hangar,机库,jī kù,hangar
la aviación,aviation,航空,háng kōng,aviação
de aviación,aviation,航空,háng kōng,aviação
el piloto,the pilot,飞行员,fēi xíng yuán,o piloto
un piloto,a pilot,飞行员,fēi xíng yuán,um piloto
el copiloto,the co-pilot,副驾驶,fù jià shǐ,o copiloto
un copiloto,a co-pilot,副驾驶,fù jià shǐ,um copiloto
la azafata,the stewardess,空姐,kōng jiě,a aeromoça
una azafata,a stewardess,空姐,kōng jiě,uma aeromoça
el auxiliar,the auxiliary,辅助,fǔ zhù,o auxiliar
un auxiliar,an assistant,助理,zhù lǐ,um assistente
el despegue,takeoff,起飞,qǐ fēi,decolagem
un despegue,a takeoff,起飞,qǐ fēi,uma decolagem
el aterrizaje,the landing,着陆,zhuó lù,o pouso
un aterrizaje,a landing,着陆,zhuó lù,um pouso
la turbulencia,turbulence,湍流,tuān liú,turbulência
con turbulencia,with turbulence,有湍流,yǒu tuān liú,com turbulência
el pasajero,the passenger,乘客,chéng kè,o passageiro
un pasajero,a passenger,乘客,chéng kè,um passageiro
la pasajera,the passenger,乘客,chéng kè,o passageiro
una pasajera,a passenger,乘客,chéng kè,um passageiro
hay que facturar,must be invoiced,必须开具发票,bì xū kāi jù fā piào,deve ser faturado
voy a facturar,I will invoice,我会开发票,wǒ huì kāi fā piào,Vou faturar
hay que embarcar,you have to board,你必须登机,nǐ bì xū dēng jī,você tem que embarcar
voy a embarcar,I'm going to board,我要登机,wǒ yào dēng jī,Vou embarcar
la cabina,the cabin,小屋,xiǎo wū,a cabana
en cabina,in cabin,在机舱内,zài jī cāng nèi,na cabine
la tripulación,the crew,船员,chuán yuán,a tripulação
una tripulación,a crew,船员,chuán yuán,uma tripulação
la altitud,the altitude,海拔,hǎi bá,a altitude
a altitud,at altitude,在海拔高度,zài hǎi bá gāo dù,em altitude
la velocidad,speed,速度,sù dù,velocidade
a velocidad,at speed,速度,sù dù,em velocidade
la torre,the tower,塔,tǎ,a torre
una torre,a tower,一座塔,yī zuò tǎ,uma torre
el hangar,the hangar,机库,jī kù,o hangar
un hangar,a hangar,机库,jī kù,um hangar
