spanish,english,chinese,pinyin,portuguese
criptomoneda,cryptocurrency,加密货币,jiā mì huò bì,criptomoeda
bitcoin,bitcoin,比特币,bǐ tè bì,bitcoin
ethereum,ethereum,以太坊,yǐ tài fāng,etéreo
blockchain,blockchain,区块链,qū kuài liàn,blockchain
token,token,令牌,lìng pái,ficha
billetera,wallet,钱包,qián bāo,carteira
minero,miner,矿工,kuàng gōng,mineiro
transacción,transaction,交易,jiāo yì,transação
exchange,exchange,交换,jiāo huàn,troca
clave,key,关键,guān jiàn,chave
hash,hashes,哈希值,hā xī zhí,hash
minar,mine,挖矿,wā kuàng,minerar
bull,bull,公牛,gōng niú,touro
descentralización,decentralization,权力下放,quán lì xià fàng,descentralização
altcoin,altcoin,山寨币,shān zhài bì,altcoin
staking,staking,质押,zhì yā,piquetagem
defi,defi,去中心化金融,qù zhōng xīn huà jīn róng,definição
nft,nft,nft,nft,nft
la criptomoneda,the cryptocurrency,加密货币,jiā mì huò bì,a criptomoeda
una criptomoneda,a cryptocurrency,加密货币,jiā mì huò bì,uma criptomoeda
el bitcoin,the bitcoin,比特币,bǐ tè bì,o bitcoin
con bitcoin,with bitcoin,与比特币,yǔ bǐ tè bì,com bitcoin
el ethereum,ethereum,以太坊,yǐ tài fāng,etéreo
con ethereum,with ethereum,与以太坊,yǔ yǐ tài fāng,com etéreo
el blockchain,the blockchain,区块链,qū kuài liàn,a blockchain
en blockchain,on blockchain,在区块链上,zài qū kuài liàn shàng,em blockchain
el token,the token,令牌,lìng pái,o token
un token,a token,一个令牌,yí gè lìng pái,um token
la billetera,the wallet,钱包,qián bāo,a carteira
mi billetera,my wallet,我的钱包,wǒ de qián bāo,minha carteira
el minero,the miner,矿工,kuàng gōng,o mineiro
un minero,a miner,矿工,kuàng gōng,um mineiro
la transacción,the transaction,交易,jiāo yì,a transação
una transacción,a transaction,一笔交易,yī bǐ jiāo yì,uma transação
el exchange,the exchange,交换,jiāo huàn,a troca
un exchange,an exchange,交换,jiāo huàn,uma troca
la clave,the key,关键,guān jiàn,a chave
mi clave,my key,我的钥匙,wǒ de yào shi,minha chave
el hash,the hash,哈希,hā xī,o hash
un hash,a hash,哈希,hā xī,um hash
hay que minar,you have to mine,你必须开采,nǐ bì xū kāi cǎi,você tem que minerar
voy a minar,I'm going to mine,我要去挖矿,wǒ yào qù wā kuàng,Vou minerar
el bull,the bull,公牛,gōng niú,o touro
mercado bull,bull market,牛市,niú shì,mercado altista
la descentralización,decentralization,权力下放,quán lì xià fàng,descentralização
con descentralización,with decentralization,去中心化,qù zhōng xīn huà,com descentralização
el altcoin,the altcoin,山寨币,shān zhài bì,a altcoin
un altcoin,an altcoin,山寨币,shān zhài bì,uma altcoin
el staking,staking,质押,zhì yā,piquetagem
con staking,with staking,与质押,yǔ zhì yā,com piquetagem
el defi,the defi,去中心化金融,qù zhōng xīn huà jīn róng,a definição
de defi,defi,去中心化金融,qù zhōng xīn huà jīn róng,definição
el nft,the nft,nft,nft,o nft
un nft,an nft,一个nft,yí gè nft,um NFT
