spanish,english,chinese,pinyin,portuguese
felicito,congratulations,恭喜,gōng xǐ,parabéns
felicitas,congratulations,恭喜,gōng xǐ,parabéns
felicita,congratulate,恭喜,gōng xǐ,parabéns
felicitamos,we congratulate,我们祝贺,wǒ men zhù hè,parabenizamos
felicitáis,congratulate,恭喜,gōng xǐ,parabéns
felicitan,congratulate,恭喜,gōng xǐ,parabéns
felicitar,congratulate,恭喜,gōng xǐ,parabéns
felicitación,congratulations,恭喜,gōng xǐ,parabéns
felicidades,congratulations,恭喜,gōng xǐ,parabéns
enhorabuena,congratulations,恭喜,gōng xǐ,parabéns
yo felicito,I congratulate,我祝贺,wǒ zhù hè,Parabenizo
te felicito,I congratulate you,我祝贺你,wǒ zhù hè nǐ,Parabenizo você
tú felicitas,you congratulate,你祝贺,nǐ zhù hè,você está de parabéns
lo felicitas,you congratulate him,你祝贺他,nǐ zhù hè tā,você o parabeniza
él felicita,he congratulates,他祝贺,tā zhù hè,ele parabeniza
lo felicita,congratulates him,祝贺他,zhù hè tā,parabeniza ele
nosotros felicitamos,we congratulate,我们祝贺,wǒ men zhù hè,parabenizamos
lo felicitamos,we congratulate you,我们祝贺你,wǒ men zhù hè nǐ,nós parabenizamos você
vosotros felicitáis,you congratulate,你祝贺,nǐ zhù hè,você está de parabéns
lo felicitáis,you congratulate him,你祝贺他,nǐ zhù hè tā,você o parabeniza
ellos felicitan,they congratulate,他们祝贺,tā men zhù hè,eles parabenizam
lo felicitan,they congratulate him,他们祝贺他,tā men zhù hè tā,eles o parabenizam
quiero felicitar,I want to congratulate,我要祝贺,wǒ yào zhù hè,Quero parabenizar
voy a felicitar,I will congratulate,我会祝贺,wǒ huì zhù hè,Vou parabenizar
la felicitación,the congratulations,恭喜,gōng xǐ,os parabéns
una felicitación,congratulations,恭喜,gōng xǐ,parabéns
muchas felicidades,congratulations,恭喜,gōng xǐ,parabéns
mis felicidades,my congratulations,我的祝贺,wǒ de zhù hè,meus parabéns
mucha enhorabuena,congratulations,恭喜,gōng xǐ,parabéns
mi enhorabuena,my congratulations,我的祝贺,wǒ de zhù hè,meus parabéns
