spanish,english,chinese,pinyin,portuguese
economía,economy,经济,jīng jì,economia
economista,economist,经济学家,jīng jì xué jiā,economista
bolsa,bag,包,bāo,bolsa
acción,action,行动,xíng dòng,ação
bono,bonus,奖金,jiǎng jīn,bônus
crédito,credit,信用,xìn yòng,crédito
inflación,inflation,通货膨胀,tōng huò péng zhàng,inflação
crisis,crisis,危机,wēi jī,crise
invertir,invest,投资,tóu zī,investir
PIB,GDP,国内生产总值,guó nèi shēng chǎn zǒng zhí,PIB
déficit,deficit,赤字,chì zì,défice
superávit,surplus,剩余,shèng yú,excedente
deuda,debt,债务,zhài wù,dívida
recesión,recession,经济衰退,jīng jì shuāi tuì,recessão
prosperidad,prosperity,繁荣,fán róng,prosperidade
desempleo,unemployment,失业,shī yè,desemprego
productividad,productivity,生产力,shēng chǎn lì,produtividade
competitividad,competitiveness,竞争力,jìng zhēng lì,competitividade
activo,active,活跃,huó yuè,ativo
la economía,the economy,经济,jīng jì,a economia
en la economía,in the economy,在经济中,zài jīng jì zhōng,na economia
el economista,the economist,经济学家,jīng jì xué jiā,o economista
un economista,an economist,经济学家,jīng jì xué jiā,um economista
la bolsa,the bag,包,bāo,a bolsa
en la bolsa,in the bag,在袋子里,zài dài zi lǐ,na bolsa
la acción,the action,行动,xíng dòng,a ação
una acción,an action,一个动作,yí gè dòng zuò,uma ação
el bono,the bonus,奖金,jiǎng jīn,o bônus
un bono,a bonus,奖金,jiǎng jīn,um bônus
el crédito,the credit,信用,xìn yòng,o crédito
un crédito,a credit,信用,xìn yòng,um crédito
la inflación,inflation,通货膨胀,tōng huò péng zhàng,inflação
con inflación,with inflation,与通货膨胀,yǔ tōng huò péng zhàng,com a inflação
la crisis,the crisis,危机,wēi jī,a crise
una crisis,a crisis,危机,wēi jī,uma crise
hay que invertir,you have to invest,你必须投资,nǐ bì xū tóu zī,você tem que investir
voy a invertir,I'm going to invest,我要投资,wǒ yào tóu zī,Vou investir
el PIB,GDP,国内生产总值,guó nèi shēng chǎn zǒng zhí,PIB
del PIB,of GDP,占国内生产总值,zhàn guó nèi shēng chǎn zǒng zhí,do PIB
el déficit,the deficit,赤字,chì zì,o défice
en déficit,in deficit,赤字,chì zì,em défice
el superávit,the surplus,盈余,yíng yú,o excedente
en superávit,in surplus,过剩,guò shèng,excedente
la deuda,the debt,债务,zhài wù,a dívida
una deuda,a debt,债务,zhài wù,uma dívida
la recesión,the recession,经济衰退,jīng jì shuāi tuì,a recessão
en recesión,in recession,经济衰退,jīng jì shuāi tuì,em recessão
la prosperidad,prosperity,繁荣,fán róng,prosperidade
con prosperidad,with prosperity,繁荣,fán róng,com prosperidade
el desempleo,unemployment,失业,shī yè,desemprego
sin desempleo,no unemployment,没有失业,méi yǒu shī yè,sem desemprego
la productividad,productivity,生产力,shēng chǎn lì,produtividade
con productividad,with productivity,生产力,shēng chǎn lì,com produtividade
la competitividad,competitiveness,竞争力,jìng zhēng lì,competitividade
con competitividad,with competitiveness,具有竞争力,jù yǒu jìng zhēng lì,com competitividade
el activo,the active,活跃,huó yuè,o ativo
un activo,an asset,一项资产,yī xiàng zī chǎn,um ativo
