spanish,english,chinese,pinyin,portuguese
pierdo,I lose,我输了,wǒ shū le,Eu perco
pierdes,you lose,你输了,nǐ shū le,você perde
pierde,lose,失去,shī qù,perder
perdemos,we lose,我们输了,wǒ men shū le,perdemos
perdéis,you lose,你输了,nǐ shū le,você perde
pierden,lose,失去,shī qù,perder
perder,lose,失去,shī qù,perder
derrota,defeat,击败,jī bài,derrota
extravío,loss,损失,sǔn shī,perda
yo pierdo,I lose,我输了,wǒ shū le,Eu perco
siempre pierdo,I always lose,我总是输,wǒ zǒng shì shū,Eu sempre perco
tú pierdes,you lose,你输了,nǐ shū le,você perde
siempre pierdes,you always lose,你总是会输,nǐ zǒng shì huì shū,você sempre perde
él pierde,he loses,他输了,tā shū le,ele perde
siempre pierde,always loses,总是会输,zǒng shì huì shū,sempre perde
nosotros perdemos,we lose,我们输了,wǒ men shū le,perdemos
siempre perdemos,we always lose,我们总是会失去,wǒ men zǒng shì huì shī qù,sempre perdemos
vosotros perdéis,you lose,你输了,nǐ shū le,você perde
siempre perdéis,you always lose,你总是会输,nǐ zǒng shì huì shū,você sempre perde
ellos pierden,they lose,他们输了,tā men shū le,eles perdem
siempre pierden,they always lose,他们总是输,tā men zǒng shì shū,eles sempre perdem
quiero perder,I want to lose,我想失去,wǒ xiǎng shī qù,Eu quero perder
voy a perder,I'm going to lose,我会输,wǒ huì shū,Eu vou perder
la derrota,the defeat,失败,shī bài,a derrota
una derrota,a defeat,失败,shī bài,uma derrota
el extravío,the loss,损失,sǔn shī,a perda
un extravío,a loss,损失,sǔn shī,uma perda
