spanish,english,chinese,pinyin,portuguese
ropa,clothes,衣服,yī fú,roupa
camisa,shirt,衬衫,chèn shān,camisa
camiseta,t-shirt,T恤,T xù,camiseta
pantalones,pants,裤子,kù zi,calças
vestido,dress,连衣裙,lián yī qún,vestido
falda,skirt,裙子,qún zi,saia
zapatos,shoes,鞋子,xié zi,sapatos
calcetines,socks,袜子,wà zi,meias
chaqueta,jacket,夹克,jiá kè,jaqueta
abrigo,coat,外套,wài tào,casaco
sombrero,hat,帽子,mào zi,chapéu
gorra,cap,鸭舌帽,yā shé mào,boné
guantes,gloves,手套,shǒu tào,luvas
cinturón,belt,皮带,pí dài,cinto
corbata,tie,领带,lǐng dài,gravata
tienda de ropa,clothing store,服装店,fú zhuāng diàn,loja de roupas
cambiar de ropa,change clothes,换衣服,huàn yī fú,mudar de roupa
camisa de manga larga,long-sleeved shirt,长袖衬衫,cháng xiù chèn shān,camisa de manga comprida
ponerse la camisa,put on the shirt,穿上衬衫,chuān shàng chèn shān,vestir a camisa
camiseta sin mangas,sleeveless shirt,无袖T恤,wú xiù T xù,camiseta sem mangas
una camiseta nueva,a new t-shirt,一件新T恤,yí jiàn xīn T xù,uma camiseta nova
pantalones vaqueros,jeans,牛仔裤,niú zǎi kù,calças de ganga
par de pantalones,pair of pants,一条裤子,yì tiáo kù zi,par de calças
vestido de noche,evening dress,晚礼服,wǎn lǐ fú,vestido de noite
ponerse el vestido,put on the dress,穿上连衣裙,chuān shàng lián yī qún,vestir o vestido
falda corta,short skirt,短裙,duǎn qún,saia curta
falda de cuadros,plaid skirt,格子裙,gé zi qún,saia xadrez
par de zapatos,pair of shoes,一双鞋,yì shuāng xié,par de sapatos
zapatos de tacón,high heels,高跟鞋,gāo gēn xié,sapatos de salto
par de calcetines,pair of socks,一双袜子,yì shuāng wà zi,par de meias
calcetines de algodón,cotton socks,棉袜,mián wà,meias de algodão
chaqueta de cuero,leather jacket,皮夹克,pí jiá kè,jaqueta de couro
ponerse la chaqueta,put on the jacket,穿上夹克,chuān shàng jiá kè,vestir a jaqueta
ponerse el abrigo,put on the coat,穿上外套,chuān shàng wài tào,vestir o casaco
abrigo de invierno,winter coat,冬季外套,dōng jì wài tào,casaco de inverno
ponerse el sombrero,put on the hat,戴上帽子,dài shàng mào zi,pôr o chapéu
sombrero de paja,straw hat,草帽,cǎo mào,chapéu de palha
gorra de béisbol,baseball cap,棒球帽,bàng qiú mào,boné de beisebol
ponerse la gorra,put on the cap,戴上鸭舌帽,dài shàng yā shé mào,pôr o boné
par de guantes,pair of gloves,一双手套,yì shuāng shǒu tào,par de luvas
guantes de cuero,leather gloves,皮手套,pí shǒu tào,luvas de couro
abrocharse el cinturón,fasten the belt,系上皮带,jì shàng pí dài,apertar o cinto
cinturón de seguridad,seat belt,安全带,ān quán dài,cinto de segurança
ponerse la corbata,put on the tie,系上领带,jì shàng lǐng dài,pôr a gravata
nudo de corbata,tie knot,领带结,lǐng dài jié,nó de gravata
