spanish,english,chinese,pinyin,portuguese
en,in/on,在,zài,em
de,of/from,的,de,de
a,to,到,dào,a
con,with,和,hé,com
sin,without,没有,méi yǒu,sem
para,for,为了,wèi le,para
por,by/for,通过,tōng guò,por
sobre,about/on,关于,guān yú,sobre
entre,between,之间,zhī jiān,entre
desde,from/since,从,cóng,desde
hasta,until,直到,zhí dào,até
hacia,towards,朝向,cháo xiàng,para
durante,during,在...期间,zài qī jiān,durante
mediante,by means of,通过,tōng guò,mediante
ante,before,在...面前,zài miàn qián,perante
en general,in general,一般来说,yì bān lái shuō,em geral
en el trabajo,at work,在工作中,zài gōng zuò zhōng,no trabalho
de aquí,from here,从这里,cóng zhè lǐ,daqui
de parte de,on behalf of,代表,dài biǎo,da parte de
a casa,home,回家,huí jiā,a casa
a menudo,often,经常,jīng cháng,amiúde
con todo,with everything,尽管如此,jǐn guǎn rú cǐ,com tudo
con gusto,with pleasure,乐意,lè yì,com prazer
sin nada,without anything,什么都没有,shén me dōu méi yǒu,sem nada
sin problema,without problem,没问题,méi wèn tí,sem problema
para ti,for you,给你,gěi nǐ,para ti
para mí,for me,给我,gěi wǒ,para mim
por ejemplo,for example,例如,lì rú,por exemplo
por aquí,around here,在这附近,zài zhè fù jìn,por aqui
sobre todo,especially,尤其是,yóu qí shì,sobretudo
sobre la mesa,on the table,在桌上,zài zhuō shàng,sobre a mesa
entre semana,during the week,工作日,gōng zuò rì,durante a semana
entre amigos,among friends,朋友之间,péng yǒu zhī jiān,entre amigos
desde aquí,from here,从这里,cóng zhè lǐ,desde aqui
desde entonces,since then,从那时起,cóng nà shí qǐ,desde então
hasta entonces,until then,直到那时,zhí dào nà shí,até então
hasta aquí,up to here,到这里,dào zhè lǐ,até aqui
hacia allá,towards there,向那边,xiàng nà biān,para lá
hacia adelante,forward,向前,xiàng qián,para a frente
durante el día,during the day,在白天,zài bái tiān,durante o dia
durante la noche,during the night,在夜间,zài yè jiān,durante a noite
mediante esto,by means of this,通过这个,tōng guò zhè gè,mediante isto
mediante el uso,by using,通过使用,tōng guò shǐ yòng,mediante o uso
ante todo,above all,首先,shǒu xiān,antes de tudo
ante ti,before you,在你面前,zài nǐ miàn qián,perante ti
