spanish,english,chinese,pinyin,portuguese
teatro,theater,剧院,jù yuàn,teatro
actor,actor,演员,yǎn yuán,ator
actriz,actress,女演员,nǚ yǎn yuán,atriz
escenario,stage,场景,chǎng jǐng,cenário
telón,curtain,窗帘,chuāng lián,cortina
audiencia,audience,观众,guān zhòng,audiência
espectador,spectator,观众,guān zhòng,espectador
espectadora,spectator,观众,guān zhòng,espectador
actuar,to act,行动,xíng dòng,agir
representar,to perform,代表,dài biǎo,representar
guion,script,脚本,jiǎo běn,roteiro
escena,scene,场景,chǎng jǐng,cena
acto,act,行动,xíng dòng,agir
aplaudir,to applaud,拍手,pāi shǒu,bater palmas
drama,drama,戏剧,xì jù,drama
comedia,comedy,喜剧,xǐ jù,comédia
tragedia,tragedy,悲剧,bēi jù,tragédia
monólogo,monologue,独白,dú bái,monólogo
dramaturgo,playwright,剧作家,jù zuò jiā,dramaturgo
libreto,libretto,歌词,gē cí,libreto
el teatro,the theater,剧院,jù yuàn,o teatro
en el teatro,in the theater,在剧院,zài jù yuàn,no teatro
el actor,the actor,演员,yǎn yuán,o ator
un actor,an actor,演员,yǎn yuán,um ator
la actriz,the actress,女演员,nǚ yǎn yuán,a atriz
una actriz,an actress,女演员,nǚ yǎn yuán,uma atriz
el escenario,the stage,舞台,wǔ tái,o palco
en el escenario,on stage,舞台上,wǔ tái shàng,no palco
el telón,the curtain,窗帘,chuāng lián,a cortina
un telón,a curtain,窗帘,chuāng lián,uma cortina
la audiencia,the audience,观众,guān zhòng,o público
una audiencia,an audience,观众,guān zhòng,uma audiência
el espectador,the spectator,观众,guān zhòng,o espectador
un espectador,a spectator,一个旁观者,yí gè páng guān zhě,um espectador
la espectadora,the spectator,观众,guān zhòng,o espectador
una espectadora,a spectator,一个旁观者,yí gè páng guān zhě,um espectador
hay que actuar,we must act,我们必须行动,wǒ men bì xū xíng dòng,devemos agir
voy a actuar,I'm going to act,我要行动,wǒ yào xíng dòng,Eu vou agir
hay que representar,must represent,必须代表,bì xū dài biǎo,deve representar
voy a representar,I will represent,我将代表,wǒ jiāng dài biǎo,Eu representarei
el guion,the script,脚本,jiǎo běn,o roteiro
un guion,a script,脚本,jiǎo běn,um roteiro
la escena,the scene,场景,chǎng jǐng,a cena
una escena,a scene,一个场景,yí gè chǎng jǐng,uma cena
el acto,the act,该行为,gāi xíng wéi,o ato
un acto,an act,一个行为,yí gè xíng wéi,um ato
hay que aplaudir,you have to applaud,你必须鼓掌,nǐ bì xū gǔ zhǎng,você tem que aplaudir
voy a aplaudir,I'm going to applaud,我要鼓掌,wǒ yào gǔ zhǎng,Vou aplaudir
el drama,the drama,戏剧,xì jù,o drama
un drama,a drama,一部戏剧,yī bù xì jù,um drama
la comedia,the comedy,喜剧,xǐ jù,a comédia
una comedia,a comedy,喜剧,xǐ jù,uma comédia
la tragedia,the tragedy,悲剧,bēi jù,a tragédia
una tragedia,a tragedy,一场悲剧,yī cháng bēi jù,uma tragédia
el monólogo,the monologue,独白,dú bái,o monólogo
un monólogo,a monologue,独白,dú bái,um monólogo
el dramaturgo,the playwright,剧作家,jù zuò jiā,o dramaturgo
un dramaturgo,a playwright,剧作家,jù zuò jiā,um dramaturgo
el libreto,the script,脚本,jiǎo běn,o roteiro
un libreto,a script,一个脚本,yí gè jiǎo běn,um roteiro
