spanish,english,chinese,pinyin,portuguese
y,and,和,hé,e
o,either,任何一个,rèn hé yí gè,qualquer
pero,but,但,dàn,mas
porque,because,因为,yīn wèi,porque
si,Yeah,是的,shì de,Sim
cuando,when,什么时候,shén me shí hòu,quando
donde,where,在哪里,zài nǎ lǐ,onde
así,So,所以,suǒ yǐ,Então
también,also,还,hái,também
tampoco,neither,两者都不,liǎng zhě dōu bù,nenhum
tú y yo,you and I,你和我,nǐ hé wǒ,você e eu
pan y agua,bread and water,面包和水,miàn bāo hé shuǐ,pão e água
sí o no,yes or no,是还是不是,shì hái shì bú shì,sim ou não
uno o dos,one or two,一两个,yī liǎng gè,um ou dois
pero no,but not,但不是,dàn bú shì,mas não
pero sí,but if,但如果,dàn rú guǒ,mas se
porque sí,just because,只是因为,zhǐ shì yīn wèi,só porque
porque no,why not,为什么不呢,wèi shén me bù ne,por que não
si quieres,if you like,如果你喜欢,rú guǒ nǐ xǐ huān,se você gosta
si puedes,yes you can,是的，你可以,shì de ， nǐ kě yǐ,"sim, você pode"
cuando puedas,whenever you can,只要你可以,zhǐ yào nǐ kě yǐ,sempre que puder
cuando quieras,whenever you want,每当你想要的时候,měi dāng nǐ xiǎng yào de shí hòu,sempre que você quiser
donde está,where is,哪里是,nǎ lǐ shì,onde está
de donde,where from,从哪里来,cóng nǎ lǐ lái,de onde
así es,that's how it is,就是这样,jiù shì zhè yàng,é assim que é
así que,so,所以,suǒ yǐ,então
yo también,me too,我也是,wǒ yě shì,eu também
tú también,you too,你也是,nǐ yě shì,você também
yo tampoco,me neither,我也不,wǒ yě bù,nem eu
tampoco es,neither is it,也不是,yě bú shì,nem é
