english,chinese,pinyin,spanish,portuguese
piece of cake,小菜一碟,xiǎo cài yī dié,pan comido,pedaço de bolo
break the ice,打破僵局,dǎ pò jiāng jú,romper el hielo,quebrar o gelo
hit the nail on the head,一语中的,yī yǔ zhòng dì,da en el clavo,acertou em cheio
under the weather,身体不适,shēn tǐ bù shì,bajo el clima,indisposto
beat around the bush,拐弯抹角,guǎi wān mò jiǎo,andar por las ramas,rodeios
call it a day,今天就到此为止,jīn tiān jiù dào cǐ wéi zhǐ,llámalo un día,encerrar o dia
out of hand,失控,shī kòng,fuera de control,fora de controle
in the same boat,在同一条船上,zài tóng yī tiáo chuán shàng,en el mismo barco,no mesmo barco
miss the boat,错失良机,cuò shī liáng jī,perder el barco,perca o barco
spill the beans,泄露秘密,xiè lòu mì mì,derramar los frijoles,derrame o feijão
last straw,最后一根稻草,zuì hòu yī gēn dào cǎo,el colmo,última gota
once in a blue moon,千载难逢,qiān zǎi nán féng,una vez en una luna azul,uma vez na lua azul
on the same page,在同一页,zài tóng yī yè,en la misma página,na mesma página
break a leg,祝你好运,zhù nǐ hǎo yùn,romperse una pierna,quebrar uma perna
cost an arm and a leg,非常昂贵,fēi cháng áng guì,cuesta un brazo y una pierna,custou um braço e uma perna
it was a piece of cake,这是小菜一碟,zhè shì xiǎo cài yī dié,fue pan comido,foi moleza
this is a piece of cake,这是小菜一碟,zhè shì xiǎo cài yī dié,esto es pan comido,isso é moleza
let's break the ice,让我们打破僵局,ràng wǒ men dǎ pò jiāng jú,rompamos el hielo,vamos quebrar o gelo
trying to break the ice,试图打破僵局,shì tú dǎ pò jiāng jú,tratando de romper el hielo,tentando quebrar o gelo
you hit the nail on the head,你说得一中要害,nǐ shuō dé yī zhōng yào hài,diste en el clavo,você acertou em cheio
hit the nail on the head exactly,一语中的,yī yǔ zhòng dì,da en el clavo exactamente,acertou em cheio na cabeça
I feel under the weather,我感觉不舒服,wǒ gǎn jué bù shū fú,Me siento mal,Me sinto indisposto
feeling under the weather,感觉不舒服,gǎn jué bù shū fú,sentirse mal,sentindo-se indisposto
you beat around the bush too much,你拐弯抹角太多了,nǐ guǎi wān mò jiǎo tài duō le,te andas con rodeos demasiado,você fez rodeios demais
don't beat around the bush,不要拐弯抹角,bú yào guǎi wān mò jiǎo,no te andes con rodeos,não faça rodeios
let's call it a day,让我们今天就到此为止吧,ràng wǒ men jīn tiān jiù dào cǐ wéi zhǐ ba,terminemos el día,vamos encerrar o dia
time to call it a day,是时候到此为止了,shì shí hòu dào cǐ wéi zhǐ le,es hora de terminar el día,hora de encerrar o dia
things got out of hand,事情失去了控制,shì qíng shī qù le kòng zhì,las cosas se salieron de control,as coisas saíram do controle
situation out of hand,局势失控,jú shì shī kòng,situación fuera de control,situação fora de controle
we're in the same boat,我们在同一条船上,wǒ men zài tóng yī tiáo chuán shàng,estamos en el mismo barco,estamos no mesmo barco
all in the same boat,都在同一条船上,dōu zài tóng yī tiáo chuán shàng,todos en el mismo barco,todos no mesmo barco
don't miss the boat,不要错过船,bú yào cuò guò chuán,no pierdas el barco,não perca o barco
we miss the boat often,我们经常错过船,wǒ men jīng cháng cuò guò chuán,perdemos el tren a menudo,muitas vezes perdemos o barco
don't spill the beans,不要泄露秘密,bú yào xiè lòu mì mì,no derrames la sopa,não derrame o feijão
you spill the beans easily,你很容易泄露秘密,nǐ hěn róng yì xiè lòu mì mì,derramas los frijoles fácilmente,você derrama o feijão facilmente
that was the last straw,那是最后一根稻草,nà shì zuì hòu yī gēn dào cǎo,esa fue la gota que colmó el vaso,essa foi a gota d'água
the last straw for me,压垮我的最后一根稻草,yā kuǎ wǒ de zuì hòu yī gēn dào cǎo,el colmo para mí,a gota d'água para mim
once in a blue moon happens,千载难逢,qiān zǎi nán féng,sucede una vez en la luna azul,uma vez na lua azul acontece
see him once in a blue moon,难得见到他一次,nán dé jiàn dào tā yī cì,verlo una vez en una luna azul,vejo ele uma vez na lua azul
let's get on the same page,让我们达成共识,ràng wǒ men dá chéng gòng shí,estemos en la misma página,vamos entrar na mesma página
we're on the same page,我们意见一致,wǒ men yì jiàn yí zhì,estamos en la misma página,estamos na mesma página
break a leg tonight,今晚摔断腿,jīn wǎn shuāi duàn tuǐ,rómpete una pierna esta noche,quebre uma perna esta noite
they say break a leg,他们说摔断腿,tā men shuō shuāi duàn tuǐ,dicen romperse una pierna,dizem que quebre uma perna
that will cost an arm and a leg,这将花费一条胳膊和一条腿,zhè jiāng huā fèi yī tiáo gē bó hé yī tiáo tuǐ,eso costará un ojo de la cara,isso vai custar um braço e uma perna
it cost an arm and a leg,花了一条胳膊和一条腿,huā le yī tiáo gē bó hé yī tiáo tuǐ,costó un brazo y una pierna,custou um braço e uma perna
