english,chinese,pinyin,spanish,portuguese
climb,爬,pá,subir,subir
drop,下降,xià jiàng,soltar,cair
surge,激增,jī zēng,oleada,aumento
plunge,暴跌,bào diē,zambullirse,mergulhar
soar,翱翔,áo xiáng,volar,voar alto
dip,浸,jìn,inmersión,mergulho
spike,穗,suì,pico,pico
level,水平,shuǐ píng,nivel,nível
plateau,高原,gāo yuán,meseta,planalto
fluctuate,波动,bō dòng,fluctuar,flutuar
skyrocket,飙升,biāo shēng,dispararse,disparou
plummet,直线下降,zhí xiàn xià jiàng,caer en picado,despenca
stabilize,稳定,wěn dìng,estabilizar,estabilizar
peak,峰值,fēng zhí,pico,pico
double,双,shuāng,doble,duplo
multiply,乘,chéng,multiplicar,multiplicar
trend,趋势,qū shì,tendencia,tendência
rise,上升,shàng shēng,subir,subir
decline,拒绝,jù jué,declive,declínio
stagnate,停滞,tíng zhì,estancarse,estagnar
prices climb,价格攀升,jià gé pān shēng,los precios suben,preços sobem
climb steadily,稳步攀升,wěn bù pān shēng,subir constantemente,subir de forma constante
prices drop,价格下跌,jià gé xià diē,los precios bajan,preços caem
drop sharply,急剧下降,jí jù xià jiàng,caer bruscamente,cai drasticamente
sudden surge,突然激增,tū rán jī zēng,aumento repentino,aumento repentino
surge in demand,需求激增,xū qiú jī zēng,aumento de la demanda,aumento da procura
prices plunge,价格暴跌,jià gé bào diē,los precios caen,preços despencam
plunge down,跳下去,tiào xià qù,caer,mergulhar
prices soar,价格飙升,jià gé biāo shēng,los precios se disparan,preços disparam
soar high,展翅高飞,zhǎn chì gāo fēi,volar alto,voar alto
slight dip,轻微下降,qīng wēi xià jiàng,ligera caída,ligeira queda
dip in sales,销售额下降,xiāo shòu é xià jiàng,caída de las ventas,queda nas vendas
sudden spike,突然飙升,tū rán biāo shēng,pico repentino,pico repentino
spike in traffic,流量激增,liú liàng jī zēng,aumento del tráfico,aumento no tráfego
level off,趋于平稳,qū yú píng wěn,nivelar,nivelar
level out,拉平,lā píng,nivelar,nivelar
reach plateau,达到高原,dá dào gāo yuán,alcanzar la meseta,atingir o platô
plateau phase,平台期,píng tái qī,fase de meseta,fase de platô
prices fluctuate,价格波动,jià gé bō dòng,los precios fluctúan,os preços flutuam
fluctuate wildly,剧烈波动,jù liè bō dòng,fluctúan salvajemente,flutua descontroladamente
prices skyrocket,价格飞涨,jià gé fēi zhǎng,los precios se disparan,os preços dispararam
skyrocket overnight,一夜暴涨,yī yè bào zhǎng,se dispara durante la noche,disparou durante a noite
prices plummet,价格暴跌,jià gé bào diē,los precios se desploman,os preços despencam
plummet down,直线下降,zhí xiàn xià jiàng,caer en picado,despencou
stabilize prices,稳定价格,wěn dìng jià gé,estabilizar los precios,estabilizar os preços
stabilize quickly,迅速稳定,xùn sù wěn dìng,estabilizarse rápidamente,estabilizar rapidamente
reach peak,达到顶峰,dá dào dǐng fēng,alcanzar el pico,atingir o pico
peak performance,巅峰表现,diān fēng biǎo xiàn,máximo rendimiento,desempenho máximo
double in size,双倍大小,shuāng bèi dà xiǎo,el doble de tamaño,dobrar de tamanho
double the amount,双倍金额,shuāng bèi jīn é,duplicar la cantidad,dobrar o valor
multiply rapidly,迅速繁殖,xùn sù fán zhí,multiplicarse rápidamente,multiplique rapidamente
multiply by,乘以,chéng yǐ,multiplicar por,multiplique por
current trend,当前趋势,dāng qián qū shì,tendencia actual,tendência atual
trend analysis,趋势分析,qū shì fēn xī,análisis de tendencias,análise de tendências
on the rise,正在上升,zhèng zài shàng shēng,en aumento,em ascensão
rise sharply,大幅上涨,dà fú shàng zhǎng,aumentar bruscamente,subir acentuadamente
steady decline,稳步下降,wěn bù xià jiàng,descenso constante,declínio constante
decline in,,,descenso en,declínio em
growth stagnate,下降增长停滞,xià jiàng zēng zhǎng tíng zhì,el crecimiento se estanca,estagnação do crescimento
stagnate over time,随着时间的推移停滞不前,suí zhe shí jiān de tuī yí tíng zhì bù qián,estancarse en el tiempo,estagnar com o tempo
